"","logFC","logCPM","PValue","FDR"
"ENSG00000230630",-2.00436032075025,0.591647332052841,6.57225050527569e-15,7.35241233157391e-14
"ENSG00000006016",2.34514932641532,2.99441223626254,6.85879065066755e-15,7.66455761806652e-14
"ENSG00000080709",-2.01487778788009,-0.110368506512617,7.10332690098635e-15,7.93347474363175e-14
"ENSG00000283839",2.66373881799749,-2.06013406619369,7.27537245839337e-15,8.11229884726486e-14
"ENSG00000111644",2.34474425024537,2.41302273084403,7.3206490435203e-15,8.15832331112311e-14
"ENSG00000149654",2.34516010404534,2.14359797451271,7.50771731415083e-15,8.36222757535729e-14
"ENSG00000167105",2.36926083762564,1.01676322883552,7.55718385541984e-15,8.41272966961966e-14
"ENSG00000276600",2.34329750350029,2.41324794988991,7.56405231779578e-15,8.41578194048702e-14
"ENSG00000115386",2.33543088860332,4.36305506299962,7.98052881115082e-15,8.86464621866067e-14
"ENSG00000114812",-2.01451979817787,-0.261714434814778,8.05944612566903e-15,8.94743300418586e-14
"ENSG00000101412",2.3449921931016,1.67346806205553,8.1513343126308e-15,9.04452187006489e-14
"ENSG00000074211",2.34543794733175,1.44689309799063,8.46619911692615e-15,9.38878003211484e-14
"ENSG00000103742",2.3367865640349,2.65415252275408,8.54063860994698e-15,9.4661839027858e-14
"ENSG00000179674",2.39501435378965,0.0823864377391021,8.56932818834107e-15,9.49282341515632e-14
"ENSG00000248290",2.46542836533573,-0.942270900636851,8.74296921621615e-15,9.6799193374328e-14
"ENSG00000012779",2.32940757241969,5.22858597414008,8.97088883548376e-15,9.92687503585761e-14
"ENSG00000138180",2.3703805502398,0.672528057829986,9.03443793643162e-15,9.98967416641086e-14
"ENSG00000204632",2.33418425082307,2.67790597251912,9.03743691136022e-15,9.98967416641086e-14
"ENSG00000245614",2.40208918140852,-0.177868246715597,9.74157203595156e-15,1.07505205682465e-13
"ENSG00000135298",-2.01142190157941,-0.389191964232507,9.85058874426915e-15,1.08590760459797e-13
"ENSG00000225953",2.32561503214721,3.79051591283297,1.01790750805619e-14,1.12090743624719e-13
"ENSG00000146453",-2.11782388216509,-2.0217610454166,1.02299276380342e-14,1.12589932137113e-13
"ENSG00000105997",2.32371340787576,4.5520392442911,1.03506809283e-14,1.138574902113e-13
"ENSG00000214510",2.46871212613755,-1.05613876584916,1.04495349181781e-14,1.14882919202871e-13
"ENSG00000229380",2.32556472293443,3.17175367168089,1.05468341257744e-14,1.15890159030734e-13
"ENSG00000249684",-2.06279930342953,-1.44949260056288,1.10201807744634e-14,1.21026153319551e-13
"ENSG00000168481",2.39091721737599,-0.0796436653091098,1.10578898318965e-14,1.21374922083798e-13
"ENSG00000144354",2.35488285961968,0.819182404226972,1.15856745855988e-14,1.27099649004143e-13
"ENSG00000271553",2.34110808569644,1.38383959859957,1.19411309189313e-14,1.30928722559508e-13
"ENSG00000287865",-2.01800916246818,-0.679702677485038,1.22293789527662e-14,1.33873298101296e-13
"ENSG00000197753",2.36419198763476,0.396538385453762,1.26002447197677e-14,1.37859115244068e-13
"ENSG00000244482",2.36341364763629,0.399010465721355,1.27763543288286e-14,1.39710975968971e-13
"ENSG00000066923",2.31965424980786,2.41896412555282,1.28899022457258e-14,1.40877098820649e-13
"ENSG00000273341",2.51854167556598,-1.51296054158413,1.29942590016579e-14,1.41941573690312e-13
"ENSG00000165178",2.3515830180346,0.730687296679734,1.31237046954839e-14,1.43202158137881e-13
"ENSG00000157765",2.3086268182265,8.4697717229985,1.40519887489722e-14,1.53085608197938e-13
"ENSG00000175267",2.35424977968426,0.513258324698164,1.425149218394e-14,1.55176151414455e-13
"ENSG00000250320",2.31289678175393,2.77997144488432,1.44691065348887e-14,1.57461557455987e-13
"ENSG00000177301",2.34289094073704,0.843618483097978,1.48364832500209e-14,1.61373461013827e-13
"ENSG00000170442",2.36607722907873,0.151043995765011,1.49058094864579e-14,1.62041086709393e-13
"ENSG00000196639",2.30635780222639,4.73627094699133,1.52463243980402e-14,1.65654523054679e-13
"ENSG00000205362",2.3108116126068,2.48776527939953,1.56061420057481e-14,1.69343699203733e-13
"ENSG00000257596",2.40425436326617,-0.559393468462643,1.56107754488094e-14,1.69343699203733e-13
"ENSG00000103534",2.31503076615771,1.76781721034864,1.57145523028196e-14,1.7037883023057e-13
"ENSG00000162873",-2.02113449993074,-0.975572132762879,1.62916488422681e-14,1.76448160642175e-13
"ENSG00000233208",2.64084517688557,-2.1432655276969,1.63032152411638e-14,1.76479708932215e-13
"ENSG00000166448",2.29994703408626,5.01352168622938,1.75131718638211e-14,1.89075503965467e-13
"ENSG00000166104",-2.00064649051952,-0.574346186820162,1.80925330273053e-14,1.95227046856542e-13
"ENSG00000262619",2.30212586960791,2.687787108959,1.85872823053439e-14,2.0035361275644e-13
"ENSG00000170820",2.46270865523793,-1.25101686597179,1.86565199172942e-14,2.00887575075659e-13
"ENSG00000237080",2.42985397281206,-0.972617472492506,1.91938995394179e-14,2.06564848130284e-13
"ENSG00000237357",2.62740014812303,-2.131814470914,1.95016473430236e-14,2.09766137085244e-13
"ENSG00000134769",2.294759756772,4.29594796704923,2.00243449896513e-14,2.15274903383737e-13
"ENSG00000011600",2.29260312816714,5.61994105057282,2.04676202811919e-14,2.1980866140844e-13
"ENSG00000234380",2.30116322958222,1.92055375239548,2.08907688395798e-14,2.24234915639153e-13
"ENSG00000121552",2.29969589223549,2.09695727144337,2.1021210988507e-14,2.25516347658922e-13
"ENSG00000162747",2.30110737653981,1.83227270182273,2.12230063259515e-14,2.27561509469744e-13
"ENSG00000155052",2.32585998001976,0.837655938229639,2.16443315679691e-14,2.31957171832455e-13
"ENSG00000272953",2.41526586650301,-0.885246214339051,2.17628000924091e-14,2.33104277880562e-13
"ENSG00000255328",2.50772775438502,-1.61773632004915,2.2273922352828e-14,2.3832863193262e-13
"ENSG00000215252",2.28875115754674,5.4558624564336,2.2364635937787e-14,2.39173773107093e-13
"ENSG00000073060",2.2871796874894,5.50565926325523,2.31520360993301e-14,2.47464687740953e-13
"ENSG00000140459",2.31607924425608,1.11015586908336,2.33000894199983e-14,2.48916722698504e-13
"ENSG00000176697",2.32052087394904,0.909083758131762,2.33724120152124e-14,2.49558623370807e-13
"ENSG00000145428",2.34183617826683,0.163388112414111,2.48049123365389e-14,2.64385924460702e-13
"ENSG00000182600",2.30904943827409,1.32616362041727,2.48129184768944e-14,2.64385924460702e-13
"ENSG00000128805",2.29253807876328,2.0473590354316,2.48464684793306e-14,2.64605158311994e-13
"ENSG00000105855",2.28300159948809,9.34959339910401,2.498158397921e-14,2.65905231561591e-13
"ENSG00000265743",2.30740028522174,1.35833626315708,2.54013508416213e-14,2.70091318594382e-13
"ENSG00000112852",2.29667248330761,1.41833176718638,2.54197494919005e-14,2.70146102729452e-13
"ENSG00000005471",2.28943899488089,2.22982417319686,2.59717140897223e-14,2.75868300596769e-13
"ENSG00000272720",2.31899361456186,0.678857022277176,2.76170798528553e-14,2.93039920145229e-13
"ENSG00000197093",2.28401079504385,2.58263123989326,2.81701601572092e-14,2.98597841084265e-13
"ENSG00000169679",2.30534636652414,1.16892116264719,2.87516863257115e-14,3.04445426233936e-13
"ENSG00000236304",-2.00758516443052,-1.09476387478642,2.88243294571355e-14,3.05056240243291e-13
"ENSG00000008300",2.28950882896824,1.4667409773631,2.94984956559343e-14,3.11871891484898e-13
"ENSG00000124721",2.35086985275995,-0.203363794113409,2.9772786247562e-14,3.14441327153175e-13
"ENSG00000228981",2.54855111084335,-1.91809885600575,3.09999644581407e-14,3.26894144342979e-13
"ENSG00000103253",2.27470618945354,3.4698041223199,3.24639553128716e-14,3.41625337797061e-13
"ENSG00000279393",-2.09276683376097,-2.16158303343617,3.27008802511647e-14,3.43941078825298e-13
"ENSG00000273113",2.4018866789076,-0.962426848111799,3.31032090717074e-14,3.47813933955899e-13
"ENSG00000279254",2.46868786451761,-1.51503566764968,3.41656247490271e-14,3.58422711487479e-13
"ENSG00000286359",2.59558590025208,-2.13508405087363,3.45560752170806e-14,3.62332441119354e-13
"ENSG00000162706",2.2787028008843,1.87546550367791,3.473136686952e-14,3.63983296987149e-13
"ENSG00000240764",2.60002823087397,-2.15321435333585,3.48582554808732e-14,3.65125455714909e-13
"ENSG00000123485",2.32293042810193,0.0977204147073818,3.94798964427718e-14,4.13110830196966e-13
"ENSG00000272810",2.36100915107875,-0.661804599110018,4.4812044000008e-14,4.68184849045165e-13
"ENSG00000273812",2.34436242418984,-0.437779501167301,4.56212617453725e-14,4.76151490294333e-13
"ENSG00000166920",2.28655621633011,1.04735427552751,4.57789642432602e-14,4.77553041829692e-13
"ENSG00000204531",2.25747190468353,4.297103307419,4.61037214113879e-14,4.80449307339726e-13
"ENSG00000089685",2.26853013569651,1.50494957360243,4.66176787132508e-14,4.85557170417792e-13
"ENSG00000103546",-2.00614525185454,-1.37799736083874,4.83218455250561e-14,5.03050391851962e-13
"ENSG00000274512",2.28779768327506,0.8468111724418,4.92653678569544e-14,5.12349776682677e-13
"ENSG00000141934",2.25398749826809,4.4318956216954,4.96306191617895e-14,5.15885243213831e-13
"ENSG00000116329",2.37348799220554,-0.873608853632835,4.97675666124967e-14,5.17045213191674e-13
"ENSG00000163354",2.31195222260688,0.0570972524478372,5.1741950697572e-14,5.37010352430679e-13
"ENSG00000088766",2.25889001421062,2.14025122665591,5.18666070260524e-14,5.38030307064757e-13
"ENSG00000135437",2.25884979947434,2.12221227238417,5.20385603114464e-14,5.39539602944401e-13
"ENSG00000279794",2.33549454224546,-0.434264333711771,5.45964561948685e-14,5.65507455921266e-13
"ENSG00000174429",2.5322427358683,-1.98576126714046,5.49997236854981e-14,5.69341191369491e-13
"ENSG00000166596",2.29340347905387,0.468056853337252,5.50245899867249e-14,5.69341191369491e-13
"ENSG00000111674",2.24633759550941,5.4138270577358,5.7710829382692e-14,5.96228295050973e-13
"ENSG00000167513",2.25536819723705,1.65924273233481,6.05081942808275e-14,6.24496009191901e-13
"ENSG00000253123",-2.06218965703423,-2.09797751591733,6.05955242211161e-14,6.25080991889449e-13
"ENSG00000099953",2.24489917581987,4.50267021587228,6.06280472907514e-14,6.25100301540741e-13
"ENSG00000106384",2.25366701495276,1.83993709381009,6.08756702414343e-14,6.27336239971607e-13
"ENSG00000141527",2.28147932655496,0.708091303669889,6.09649983745889e-14,6.27939483258265e-13
"ENSG00000158747",2.24284174454134,7.74956361235359,6.13946318906688e-14,6.32045493578142e-13
"ENSG00000278071",2.25494786706428,1.57563505188889,6.20609712999692e-14,6.38582971085556e-13
"ENSG00000173391",2.24120569937128,6.15253141622207,6.41708129636749e-14,6.59626794143742e-13
"ENSG00000287737",2.28099070449255,0.624554021129005,6.49308848847725e-14,6.6676760641493e-13
"ENSG00000235899",2.28562979615994,0.419825508401131,6.72635163946903e-14,6.90373504455618e-13
"ENSG00000151882",2.23938606039073,4.88319726808539,6.79341754458331e-14,6.96906224367364e-13
"ENSG00000166897",2.23837573136967,3.86582237025177,7.1520371660083e-14,7.33326525709268e-13
"ENSG00000229656",2.5246950440596,-2.02932041787239,7.52783299640684e-14,7.70695914300808e-13
"ENSG00000115226",2.23542655785187,3.95436444065356,7.60873804475958e-14,7.78197611257908e-13
"ENSG00000172137",2.35646280320387,-0.919502987913377,7.61800128367277e-14,7.78754477088834e-13
"ENSG00000241431",2.41683048615705,-1.45864132124521,7.86119122740261e-14,8.0240807753578e-13
"ENSG00000239672",2.23319730392007,4.09424447081499,7.95404992966538e-14,8.11480211433696e-13
"ENSG00000269947",2.29584316409456,-0.0753075966141548,8.26311350255408e-14,8.4174793591952e-13
"ENSG00000180914",2.23537703297159,2.28373497061505,8.56814339321392e-14,8.72385004299574e-13
"ENSG00000170579",2.22949108492863,4.03812658368567,8.65035789276643e-14,8.79877301072711e-13
"ENSG00000260367",2.44368482487197,-1.67011190995352,8.83273833514962e-14,8.97532962665876e-13
"ENSG00000253479",2.54206409155744,-2.13477406839816,8.85896787586636e-14,8.99749954484156e-13
"ENSG00000148702",2.22455701856701,5.77071351240878,9.31279455164909e-14,9.43961889097075e-13
"ENSG00000112761",2.22922398903908,2.58389944356613,9.50275748051159e-14,9.61782809218627e-13
"ENSG00000137571",2.27624409710188,0.116744678230227,1.04422715592511e-13,1.05530072437743e-12
"ENSG00000091972",2.21696119057149,5.40214175126646,1.10626579739322e-13,1.11633768787913e-12
"ENSG00000170044",2.22127076950242,2.14004529273775,1.18991991033904e-13,1.19956631989394e-12
"ENSG00000181085",2.21495655582095,3.87663278476148,1.19935138539559e-13,1.20712233274124e-12
"ENSG00000165215",2.21268395793139,7.03970746158819,1.19978276378665e-13,1.20712233274124e-12
"ENSG00000171557",2.21874878388588,2.19427823457978,1.24902571533419e-13,1.256046865805e-12
"ENSG00000123095",2.2110529192113,5.67206046228325,1.25603542143813e-13,1.26247345415521e-12
"ENSG00000152137",2.21037125185432,7.59092967352235,1.26004432341302e-13,1.26587901141306e-12
"ENSG00000125409",2.32959403318403,-0.926559509381761,1.32284258313485e-13,1.32700696706601e-12
"ENSG00000141506",2.21118018746224,3.24708061175171,1.34380114709778e-13,1.34736876076264e-12
"ENSG00000109255",2.24280496874871,0.73362210159375,1.38012971265476e-13,1.38311377689834e-12
"ENSG00000203747",2.20691088903225,4.82990456171968,1.39362400094955e-13,1.39595127089219e-12
"ENSG00000183856",2.21436858099303,1.94672102011725,1.42218720145056e-13,1.42140050267263e-12
"ENSG00000234199",2.35167205216466,-1.18338641716757,1.42251565458215e-13,1.42140050267263e-12
"ENSG00000185760",2.29230064339893,-0.482864901781715,1.42327771916884e-13,1.42146551443336e-12
"ENSG00000174562",2.34939073602254,-1.16642721437903,1.43807446844868e-13,1.43483809733573e-12
"ENSG00000198807",2.36901602125626,-1.36155066970779,1.53399312032891e-13,1.52829778680936e-12
"ENSG00000127364",2.24713960736004,0.38888925921261,1.56102461763804e-13,1.55371088590094e-12
"ENSG00000109861",2.19954192564246,10.7503831388921,1.59324093120748e-13,1.58500270980709e-12
"ENSG00000229140",2.4078454736359,-1.6440819043337,1.60043466937614e-13,1.59138296671171e-12
"ENSG00000214021",2.20023003846025,4.38126895289733,1.63108533854625e-13,1.62028029197819e-12
"ENSG00000158869",2.19991433337379,4.6370056782421,1.63203741899344e-13,1.62043676353224e-12
"ENSG00000184611",2.2716082606069,-0.2439174905564,1.63326265628728e-13,1.62086416604978e-12
"ENSG00000110492",2.19772111302005,5.68282742350738,1.68394995696813e-13,1.66792012736319e-12
"ENSG00000283907",2.30829890300001,-0.831763431095381,1.7271225118969e-13,1.70902166461065e-12
"ENSG00000261051",2.20703619191429,1.71119211900049,1.73404926500472e-13,1.71504368140185e-12
"ENSG00000184574",2.20487351539485,1.96970350972169,1.74490069323796e-13,1.72493963828866e-12
"ENSG00000161888",2.2330951597693,0.679809507058939,1.75160164612056e-13,1.72988687510812e-12
"ENSG00000197261",2.23276775751208,0.617710806796302,1.82617689662453e-13,1.80179253167686e-12
"ENSG00000266302",2.39681769616231,-1.63956681739555,1.93199935002384e-13,1.9052802100767e-12
"ENSG00000108309",2.20153136694838,1.64071153665705,1.98004989953686e-13,1.95077959667414e-12
"ENSG00000276043",2.2266630456458,0.676519034845108,2.0121453124425e-13,1.98144333664666e-12
"ENSG00000135205",2.18880999387974,5.94511693564971,2.0422144094133e-13,2.00911339438374e-12
"ENSG00000229754",2.34347268260935,-1.31913813605274,2.26562158278517e-13,2.22567854331988e-12
"ENSG00000160883",2.19673000415782,1.4712445676683,2.2711576135098e-13,2.23004277178232e-12
"ENSG00000166803",2.24698153897108,-0.08435164496879,2.31529781274659e-13,2.2711969020276e-12
"ENSG00000224596",2.21941158951581,0.686955956073914,2.33097505440873e-13,2.2854762144044e-12
"ENSG00000172771",2.18623145866652,2.99883587391954,2.35921514027643e-13,2.31205351133097e-12
"ENSG00000133519",2.18356916299657,3.44200572922338,2.43470015895488e-13,2.38373860017887e-12
"ENSG00000198720",2.18436287047524,2.77832958150751,2.49870761444614e-13,2.44523239390665e-12
"ENSG00000277987",2.24351150080487,-0.0915561140543431,2.50300447624538e-13,2.44826250784404e-12
"ENSG00000134551",2.28789079863979,-0.813443677000395,2.51684084792684e-13,2.4606161194928e-12
"ENSG00000285108",2.1866929874612,2.06118286060037,2.56172514137418e-13,2.50329767768016e-12
"ENSG00000172731",2.17676193797999,4.11451462245663,2.74813807912777e-13,2.68032175924112e-12
"ENSG00000154269",2.17581623012114,4.73649066212147,2.76041603299862e-13,2.69100977901404e-12
"ENSG00000131153",2.18576091608913,1.61196913211875,2.80563767224051e-13,2.7337876104956e-12
"ENSG00000259345",2.241295598416,-0.196905387781685,2.91754349028928e-13,2.84147000673159e-12
"ENSG00000204577",2.18286526534888,1.63982778513445,2.97262219317333e-13,2.89373064475307e-12
"ENSG00000178235",2.38197614440518,-1.70619946431785,3.11384800729526e-13,3.02831741825368e-12
"ENSG00000026297",2.16925908543972,5.57091519875367,3.14338957803513e-13,3.05559042204234e-12
"ENSG00000008517",2.16852403684273,7.58288710177973,3.15419360018699e-13,3.06463193340703e-12
"ENSG00000176769",2.33015293374585,-1.35103650546566,3.16046070776739e-13,3.06779798544541e-12
"ENSG00000269976",2.24301408246469,-0.31167390772401,3.17912773173221e-13,3.0829829272918e-12
"ENSG00000108932",2.17634241596277,2.07876078346458,3.20096718507713e-13,3.10268653861516e-12
"ENSG00000165891",2.29440741004114,-1.0285388638074,3.21373133662462e-13,3.11357894912696e-12
"ENSG00000167261",2.1773658638189,1.80532904527362,3.25710766062313e-13,3.1541051106718e-12
"ENSG00000242267",2.34230209858419,-1.46164938904623,3.29742327267497e-13,3.19011623448451e-12
"ENSG00000272157",2.20930090537641,0.396833655225353,3.44902630606985e-13,3.33362286663452e-12
"ENSG00000248050",2.45570257434048,-2.1024765113623,3.4571259769688e-13,3.33986864871159e-12
"ENSG00000142959",2.22063388535367,0.0681248929255894,3.48661576998629e-13,3.36516999588738e-12
"ENSG00000184809",2.19627559820711,0.783445049069014,3.61408133340347e-13,3.48325022275191e-12
"ENSG00000124107",2.1610977131298,7.2970563284701,3.71158669745262e-13,3.57553609389932e-12
"ENSG00000189269",2.23556825816248,-0.342511175473712,3.83510981878742e-13,3.69278704647548e-12
"ENSG00000135697",2.16187649975689,3.15159832679785,3.9694687502451e-13,3.81855404209899e-12
"ENSG00000108846",2.15616906199324,6.86202834827178,4.13896925291643e-13,3.97785763166718e-12
"ENSG00000119042",2.15568700118261,5.54909505789164,4.22487890541384e-13,4.0585106169105e-12
"ENSG00000269028",2.15960919227592,2.68307530653435,4.3146711124071e-13,4.14281556809936e-12
"ENSG00000257702",2.1555089882041,3.95884669657026,4.38737338692234e-13,4.20668043502089e-12
"ENSG00000267174",2.37580456617231,-1.78236245148153,4.43453348241802e-13,4.24990018047148e-12
"ENSG00000287539",2.32456838733736,-1.45352336753128,4.51248406504473e-13,4.32257397945149e-12
"ENSG00000244682",2.16610339206564,1.28217178787019,4.59234226253937e-13,4.3970060141891e-12
"ENSG00000225342",2.15150773673565,4.83921739465305,4.67594613498109e-13,4.47285391542235e-12
"ENSG00000138964",2.15510029420651,2.76953507772277,4.72343812781925e-13,4.51616489351833e-12
"ENSG00000213144",2.17813363321223,1.03393331282774,4.7296408494526e-13,4.5199763581882e-12
"ENSG00000261971",2.15502995258146,2.64808511860915,4.77898743179708e-13,4.56499623812973e-12
"ENSG00000007968",2.23499490018745,-0.532193884634283,4.87693959943544e-13,4.65638137597783e-12
"ENSG00000175793",2.1498116294478,3.94034259972348,4.96764396079443e-13,4.73854681648464e-12
"ENSG00000287252",2.22193018866212,-0.329836318203715,4.9886334570725e-13,4.75634365233925e-12
"ENSG00000276337",2.23568658542178,-0.600556727740428,5.26533913167472e-13,5.01472274347541e-12
"ENSG00000124731",2.15576300878658,1.72372010225169,5.26700800064937e-13,5.01472274347541e-12
"ENSG00000247903",2.17899203644765,0.739277593342439,5.33280589144195e-13,5.07499968969049e-12
"ENSG00000244649",2.14704170836022,3.36389672507561,5.40887763717416e-13,5.14259443042097e-12
"ENSG00000162062",2.1717146338379,1.03375129664709,5.4170285584083e-13,5.14729692128984e-12
"ENSG00000273447",2.25723451816491,-0.911758512400609,5.44680406795922e-13,5.17142095726072e-12
"ENSG00000134574",2.14352395219259,5.52629725810957,5.5021736278296e-13,5.22156021246891e-12
"ENSG00000061656",2.14630149239837,2.96967631160973,5.62928296668641e-13,5.33970217779548e-12
"ENSG00000138207",2.14126450730976,8.67407918625609,5.69192969564962e-13,5.39661618842763e-12
"ENSG00000164093",2.15389857862701,1.44136841609582,5.77353398877286e-13,5.47144294456477e-12
"ENSG00000167757",2.23516466810048,-0.661117511387069,5.78473646435303e-13,5.47951302619674e-12
"ENSG00000263272",2.15011744452712,1.88742439551976,5.79843994847412e-13,5.48994356124333e-12
"ENSG00000205334",2.20153694643349,-0.0951260959165681,5.97629695749889e-13,5.65308906081783e-12
"ENSG00000088325",2.14547690525874,2.3107708447822,6.0719587363913e-13,5.73825423864523e-12
"ENSG00000147437",2.17387255014975,0.665773558431555,6.17880810158063e-13,5.83382464924238e-12
"ENSG00000280202",2.19175945505546,0.100451575203324,6.18260459397653e-13,5.8347079171475e-12
"ENSG00000161055",2.24412127303214,-0.836614401867847,6.24793687634815e-13,5.89363666310103e-12
"ENSG00000280306",2.14581622362073,1.95634061294815,6.29877532617181e-13,5.93884530753342e-12
"ENSG00000071539",2.14515395340785,1.97828965409937,6.36982041244386e-13,6.00270668256145e-12
"ENSG00000231424",2.23172023049653,-0.682642139359247,6.37239382551022e-13,6.00270668256145e-12
"ENSG00000263934",2.18163368223074,0.304250878097878,6.52130792243611e-13,6.14014560342391e-12
"ENSG00000005059",2.13751301693021,3.3818582328975,6.6394123225012e-13,6.24558002329749e-12
"ENSG00000265413",2.23253550796982,-0.732564187360646,6.73107576205724e-13,6.32597046504127e-12
"ENSG00000126787",2.20922283110975,-0.370201490614226,6.77575978717431e-13,6.36503201748654e-12
"ENSG00000115657",2.2820455679549,-1.28957887537346,6.92907667653315e-13,6.50605845954038e-12
"ENSG00000176659",2.34055022487753,-1.72581401984417,7.08408092803463e-13,6.64853872279513e-12
"ENSG00000196118",2.22752962773908,-0.704964733472901,7.14557689321073e-13,6.7031690506044e-12
"ENSG00000242294",2.13710928974258,2.3592161832567,7.23404058196254e-13,6.77991836528236e-12
"ENSG00000198729",2.12956529815869,5.31305484897348,7.46054506715266e-13,6.98257715004642e-12
"ENSG00000274751",2.40574538956924,-2.08516071585902,7.65904297454323e-13,7.15850240251304e-12
"ENSG00000262873",2.33267692882928,-1.70497293017223,7.69749411246542e-13,7.191144980743e-12
"ENSG00000280011",2.40944172758103,-2.10079164085349,7.70488254385944e-13,7.19475158422479e-12
"ENSG00000167992",2.13170332121716,2.39436772205483,8.09645648663295e-13,7.55348278080478e-12
"ENSG00000216490",2.29779034048514,-1.49815192639007,8.36134312972168e-13,7.78938492941642e-12
"ENSG00000283098",2.33451471945516,-1.74441523420306,8.36459399598998e-13,7.78938492941642e-12
"ENSG00000101255",2.1251997692793,3.94118504893414,8.4536276466133e-13,7.8687029769526e-12
"ENSG00000229474",2.15988887581648,0.620106123801323,8.48002614587039e-13,7.88967396071536e-12
"ENSG00000272905",2.26641610816198,-1.25450384945972,8.67026055650409e-13,8.06298649290217e-12
"ENSG00000137411",2.25660447226102,-1.16233474404554,8.68668495739917e-13,8.0745785333272e-12
"ENSG00000254815",2.15294775303865,0.720845109909889,9.29847425942733e-13,8.62752884653143e-12
"ENSG00000257671",2.12950095971375,1.65264006261107,9.37284700975173e-13,8.69258035092664e-12
"ENSG00000142512",2.12917794567466,1.6171863074776,9.49553612502351e-13,8.79836273210947e-12
"ENSG00000163530",2.25920972108312,-1.23244993610734,9.51387703327706e-13,8.811353688313e-12
"ENSG00000213199",2.1586268203712,0.450455169382649,9.61649203871657e-13,8.90234855368069e-12
"ENSG00000265531",2.31759429550254,-1.69048202286589,9.73020161257835e-13,9.00352684604913e-12
"ENSG00000224376",2.16307814215859,0.281899512835451,9.78304019161303e-13,9.04831390783474e-12
"ENSG00000125735",2.14003206925785,1.20454527938283,9.90288174370224e-13,9.15500318590496e-12
"ENSG00000286802",2.23675384228531,-1.02860188993341,9.94925005793306e-13,9.19370211515572e-12
"ENSG00000284430",2.27438529812277,-1.3866904106581,9.96055514172062e-13,9.19998014312728e-12
"ENSG00000118557",2.19318667601403,-0.43421943922766,1.00883312705262e-12,9.31378125536945e-12
"ENSG00000170629",2.11634399103945,4.22711904789656,1.01359753456554e-12,9.35353308594102e-12
"ENSG00000147724",2.12351814354007,1.73801008452887,1.05032833106913e-12,9.67934748478257e-12
"ENSG00000232931",2.11481699903981,3.98084496897187,1.05539899116943e-12,9.72168339020298e-12
"ENSG00000095917",2.16670028989029,0.0211012357667805,1.10622534891128e-12,1.01714877212339e-11
"ENSG00000259275",2.1144384369758,3.10039442135176,1.10828155117866e-12,1.01858016920855e-11
"ENSG00000204961",2.38232578561402,-2.08518318326857,1.1505976465613e-12,1.05651906366372e-11
"ENSG00000183765",2.1129717114214,2.97918890466385,1.15265318664793e-12,1.05793020200261e-11
"ENSG00000164669",2.17574961550358,-0.258070363571335,1.18622962400056e-12,1.08776829819548e-11
"ENSG00000287692",2.20695931124952,-0.786848998569424,1.21150153220973e-12,1.11044324709597e-11
"ENSG00000189149",2.36057629945369,-1.99769464411524,1.21418873004503e-12,1.11240633245904e-11
"ENSG00000261889",2.18285908392391,-0.41775030247615,1.21735636825126e-12,1.11480762344482e-11
"ENSG00000213542",2.19344106265747,-0.601808652214485,1.2286649845922e-12,1.12415404646807e-11
"ENSG00000234661",2.25316871479186,-1.31347949834611,1.26702384238001e-12,1.15769194630367e-11
"ENSG00000164509",2.2669595660401,-1.4565993423333,1.34957933497243e-12,1.23201973847035e-11
"ENSG00000286977",2.11545048678747,1.2495711410604,1.3690847681995e-12,1.24814996703892e-11
"ENSG00000117650",2.17065940505471,-0.307948014612651,1.3857739979351e-12,1.26280048766257e-11
"ENSG00000053747",2.09957411160489,6.05028049001243,1.41068806094994e-12,1.28492953617745e-11
"ENSG00000286627",2.35529468600513,-2.01872060116728,1.43704617340065e-12,1.30718642552778e-11
"ENSG00000267288",2.16273928563375,-0.195219938460069,1.45528199490893e-12,1.32234023367212e-11
"ENSG00000073605",2.10204642991486,2.98490641643782,1.45565059556434e-12,1.32234023367212e-11
"ENSG00000185518",2.10247520263753,2.78356633271098,1.46321839404546e-12,1.32862314907226e-11
"ENSG00000233038",2.25218092521599,-1.37410938839572,1.47301597279124e-12,1.33692424339585e-11
"ENSG00000116985",2.10215682356418,2.66483340336051,1.48717198178675e-12,1.3491719482455e-11
"ENSG00000287733",2.10143142472414,2.64606816744973,1.51275784200034e-12,1.3711637079891e-11
"ENSG00000182272",2.15402711263176,-0.0574201493902127,1.5313376483953e-12,1.38677175849795e-11
"ENSG00000286376",2.32737714572956,-1.89568364047854,1.53785844626661e-12,1.39205881727303e-11
"ENSG00000175857",2.10530691041892,1.71749629825736,1.55415517605836e-12,1.40618636470871e-11
"ENSG00000169429",2.09454971049945,4.90022600642795,1.59275456560756e-12,1.44047169006654e-11
"ENSG00000129450",2.11812994296632,1.08839757414478,1.63768968858803e-12,1.47979811737103e-11
"ENSG00000260179",2.2798864346833,-1.63149726344365,1.65374582085239e-12,1.49364447610556e-11
"ENSG00000275216",2.23692522588019,-1.29782535233922,1.66520874660134e-12,1.50333188039786e-11
"ENSG00000106462",2.09663887090702,2.66275199550415,1.67323908634776e-12,1.50924537492155e-11
"ENSG00000163751",2.09308210694931,3.87729364512299,1.68682021508564e-12,1.52082278808385e-11
"ENSG00000174236",2.32030707722247,-1.88605302751616,1.68825516568995e-12,1.52144391732571e-11
