"","source","type","score","phase","gene_id","gene_type","gene_name","level","hgnc_id","havana_gene"
"ENSG00000179299.17","HAVANA","gene",NA,NA,"ENSG00000179299.17","protein_coding","NSUN7","1","HGNC:25857","OTTHUMG00000128597.5"
"ENSG00000179314.14","HAVANA","gene",NA,NA,"ENSG00000179314.14","protein_coding","WSCD1","2","HGNC:29060","OTTHUMG00000177794.6"
"ENSG00000179331.3","HAVANA","gene",NA,NA,"ENSG00000179331.3","protein_coding","RAB39A","2","HGNC:16521","OTTHUMG00000166367.2"
"ENSG00000179335.18","HAVANA","gene",NA,NA,"ENSG00000179335.18","protein_coding","CLK3","1","HGNC:2071","OTTHUMG00000141320.13"
"ENSG00000179344.16","HAVANA","gene",NA,NA,"ENSG00000179344.16","protein_coding","HLA-DQB1","1","HGNC:4944","OTTHUMG00000031124.4"
"ENSG00000179348.12","HAVANA","gene",NA,NA,"ENSG00000179348.12","protein_coding","GATA2","2","HGNC:4171","OTTHUMG00000159689.5"
"ENSG00000179361.18","HAVANA","gene",NA,NA,"ENSG00000179361.18","protein_coding","ARID3B","1","HGNC:14350","OTTHUMG00000141321.3"
"ENSG00000179362.14","HAVANA","gene",NA,NA,"ENSG00000179362.14","transcribed_processed_pseudogene","HMGN2P46","2","HGNC:26817","OTTHUMG00000153087.4"
"ENSG00000179364.14","HAVANA","gene",NA,NA,"ENSG00000179364.14","protein_coding","PACS2","1","HGNC:23794","OTTHUMG00000170450.3"
"ENSG00000179387.10","HAVANA","gene",NA,NA,"ENSG00000179387.10","protein_coding","ELMOD2","2","HGNC:28111","OTTHUMG00000133417.7"
"ENSG00000179388.9","HAVANA","gene",NA,NA,"ENSG00000179388.9","protein_coding","EGR3","1","HGNC:3240","OTTHUMG00000097825.3"
"ENSG00000179397.18","HAVANA","gene",NA,NA,"ENSG00000179397.18","protein_coding","CATSPERE","2","HGNC:28491","OTTHUMG00000040103.3"
"ENSG00000179399.15","HAVANA","gene",NA,NA,"ENSG00000179399.15","protein_coding","GPC5","2","HGNC:4453","OTTHUMG00000017200.4"
"ENSG00000179403.12","HAVANA","gene",NA,NA,"ENSG00000179403.12","protein_coding","VWA1","1","HGNC:30910","OTTHUMG00000002975.6"
"ENSG00000179406.8","HAVANA","gene",NA,NA,"ENSG00000179406.8","lncRNA","LINC00174","2","HGNC:27788","OTTHUMG00000156595.3"
"ENSG00000179409.11","HAVANA","gene",NA,NA,"ENSG00000179409.11","protein_coding","GEMIN4","1","HGNC:15717","OTTHUMG00000177495.5"
"ENSG00000179431.7","HAVANA","gene",NA,NA,"ENSG00000179431.7","protein_coding","FJX1","2","HGNC:17166","OTTHUMG00000166310.2"
"ENSG00000179454.14","HAVANA","gene",NA,NA,"ENSG00000179454.14","protein_coding","KLHL28","1","HGNC:19741","OTTHUMG00000140263.5"
"ENSG00000179456.10","HAVANA","gene",NA,NA,"ENSG00000179456.10","protein_coding","ZBTB18","2","HGNC:13030","OTTHUMG00000040013.2"
"ENSG00000179476.8","HAVANA","gene",NA,NA,"ENSG00000179476.8","protein_coding","C14orf28","1","HGNC:19834","OTTHUMG00000170722.2"
"ENSG00000179477.11","HAVANA","gene",NA,NA,"ENSG00000179477.11","protein_coding","ALOX12B","2","HGNC:430","OTTHUMG00000108180.4"
"ENSG00000179520.11","HAVANA","gene",NA,NA,"ENSG00000179520.11","protein_coding","SLC17A8","2","HGNC:20151","OTTHUMG00000170358.3"
"ENSG00000179523.5","HAVANA","gene",NA,NA,"ENSG00000179523.5","lncRNA","EIF3J-DT","2","HGNC:48616","OTTHUMG00000171875.3"
"ENSG00000179526.17","HAVANA","gene",NA,NA,"ENSG00000179526.17","protein_coding","SHARPIN","2","HGNC:25321","OTTHUMG00000165243.2"
"ENSG00000179528.16","HAVANA","gene",NA,NA,"ENSG00000179528.16","protein_coding","LBX2","1","HGNC:15525","OTTHUMG00000170595.6"
"ENSG00000179532.13","HAVANA","gene",NA,NA,"ENSG00000179532.13","protein_coding","DNHD1","1","HGNC:26532","OTTHUMG00000133403.7"
"ENSG00000179542.16","HAVANA","gene",NA,NA,"ENSG00000179542.16","protein_coding","SLITRK4","2","HGNC:23502","OTTHUMG00000022580.3"
"ENSG00000179546.4","HAVANA","gene",NA,NA,"ENSG00000179546.4","protein_coding","HTR1D","2","HGNC:5289","OTTHUMG00000003235.1"
"ENSG00000179562.3","HAVANA","gene",NA,NA,"ENSG00000179562.3","protein_coding","GCC1","2","HGNC:19095","OTTHUMG00000023590.4"
"ENSG00000179583.19","HAVANA","gene",NA,NA,"ENSG00000179583.19","protein_coding","CIITA","2","HGNC:7067","OTTHUMG00000129753.7"
"ENSG00000179588.9","HAVANA","gene",NA,NA,"ENSG00000179588.9","protein_coding","ZFPM1","2","HGNC:19762","OTTHUMG00000173152.5"
"ENSG00000179593.16","HAVANA","gene",NA,NA,"ENSG00000179593.16","protein_coding","ALOX15B","1","HGNC:434","OTTHUMG00000108181.5"
"ENSG00000179598.6","HAVANA","gene",NA,NA,"ENSG00000179598.6","protein_coding","PLD6","2","HGNC:30447","OTTHUMG00000059278.3"
"ENSG00000179603.18","HAVANA","gene",NA,NA,"ENSG00000179603.18","protein_coding","GRM8","2","HGNC:4600","OTTHUMG00000022888.12"
"ENSG00000179604.10","HAVANA","gene",NA,NA,"ENSG00000179604.10","protein_coding","CDC42EP4","1","HGNC:17147","OTTHUMG00000178419.3"
"ENSG00000179611.3","HAVANA","gene",NA,NA,"ENSG00000179611.3","processed_pseudogene","DGKZP1","1","HGNC:39263","OTTHUMG00000016825.2"
"ENSG00000179627.10","HAVANA","gene",NA,NA,"ENSG00000179627.10","protein_coding","ZBTB42","2","HGNC:32550","OTTHUMG00000170790.2"
"ENSG00000179630.11","HAVANA","gene",NA,NA,"ENSG00000179630.11","protein_coding","LACC1","2","HGNC:26789","OTTHUMG00000016826.5"
"ENSG00000179632.10","HAVANA","gene",NA,NA,"ENSG00000179632.10","protein_coding","MAF1","2","HGNC:24966","OTTHUMG00000165244.4"
"ENSG00000179636.15","HAVANA","gene",NA,NA,"ENSG00000179636.15","protein_coding","TPPP2","1","HGNC:19293","OTTHUMG00000171071.3"
"ENSG00000179639.10","HAVANA","gene",NA,NA,"ENSG00000179639.10","protein_coding","FCER1A","2","HGNC:3609","OTTHUMG00000037176.2"
"ENSG00000179674.4","HAVANA","gene",NA,NA,"ENSG00000179674.4","protein_coding","ARL14","2","HGNC:22974","OTTHUMG00000159031.2"
"ENSG00000179698.14","HAVANA","gene",NA,NA,"ENSG00000179698.14","protein_coding","WDR97","2","HGNC:26959","OTTHUMG00000165245.3"
"ENSG00000179715.13","HAVANA","gene",NA,NA,"ENSG00000179715.13","protein_coding","PCED1B","2","HGNC:28255","OTTHUMG00000169617.4"
"ENSG00000179743.4","HAVANA","gene",NA,NA,"ENSG00000179743.4","lncRNA","FLJ37453","2",NA,"OTTHUMG00000009375.2"
"ENSG00000179750.16","HAVANA","gene",NA,NA,"ENSG00000179750.16","protein_coding","APOBEC3B","1","HGNC:17352","OTTHUMG00000151085.2"
"ENSG00000179761.12","HAVANA","gene",NA,NA,"ENSG00000179761.12","protein_coding","PIPOX","2","HGNC:17804","OTTHUMG00000132679.6"
"ENSG00000179766.19","HAVANA","gene",NA,NA,"ENSG00000179766.19","transcribed_unprocessed_pseudogene","ATP8B5P","1","HGNC:27245","OTTHUMG00000019862.7"
"ENSG00000179772.8","HAVANA","gene",NA,NA,"ENSG00000179772.8","protein_coding","FOXS1","2","HGNC:3735","OTTHUMG00000032183.3"
"ENSG00000179774.9","HAVANA","gene",NA,NA,"ENSG00000179774.9","protein_coding","ATOH7","2","HGNC:13907","OTTHUMG00000018346.2"
"ENSG00000179776.19","HAVANA","gene",NA,NA,"ENSG00000179776.19","protein_coding","CDH5","1","HGNC:1764","OTTHUMG00000137495.12"
"ENSG00000179818.14","HAVANA","gene",NA,NA,"ENSG00000179818.14","lncRNA","PCBP1-AS1","2","HGNC:42948","OTTHUMG00000153728.26"
"ENSG00000179820.16","HAVANA","gene",NA,NA,"ENSG00000179820.16","protein_coding","MYADM","2","HGNC:7544","OTTHUMG00000060775.8"
"ENSG00000179832.17","HAVANA","gene",NA,NA,"ENSG00000179832.17","protein_coding","MROH1","1","HGNC:26958","OTTHUMG00000165781.1"
"ENSG00000179833.4","HAVANA","gene",NA,NA,"ENSG00000179833.4","protein_coding","SERTAD2","2","HGNC:30784","OTTHUMG00000152678.3"
"ENSG00000179841.8","HAVANA","gene",NA,NA,"ENSG00000179841.8","protein_coding","AKAP5","2","HGNC:375","OTTHUMG00000029634.4"
"ENSG00000179855.9","HAVANA","gene",NA,NA,"ENSG00000179855.9","protein_coding","GIPC3","2","HGNC:18183","OTTHUMG00000167425.3"
"ENSG00000179859.9","HAVANA","gene",NA,NA,"ENSG00000179859.9","protein_coding","RNF227","2","HGNC:27571","OTTHUMG00000132873.5"
"ENSG00000179862.7","HAVANA","gene",NA,NA,"ENSG00000179862.7","protein_coding","CITED4","2","HGNC:18696","OTTHUMG00000007728.2"
"ENSG00000179869.15","HAVANA","gene",NA,NA,"ENSG00000179869.15","protein_coding","ABCA13","1","HGNC:14638","OTTHUMG00000155840.7"
"ENSG00000179873.14","HAVANA","gene",NA,NA,"ENSG00000179873.14","protein_coding","NLRP11","2","HGNC:22945","OTTHUMG00000180921.7"
"ENSG00000179886.6","HAVANA","gene",NA,NA,"ENSG00000179886.6","protein_coding","TIGD5","2","HGNC:18336","OTTHUMG00000162260.3"
"ENSG00000179889.19","HAVANA","gene",NA,NA,"ENSG00000179889.19","protein_coding","PDXDC1","1","HGNC:28995","OTTHUMG00000166304.6"
"ENSG00000179899.8","HAVANA","gene",NA,NA,"ENSG00000179899.8","processed_pseudogene","PHC1P1","2","HGNC:34502","OTTHUMG00000170978.1"
"ENSG00000179902.13","HAVANA","gene",NA,NA,"ENSG00000179902.13","protein_coding","C1orf194","1","HGNC:32331","OTTHUMG00000011735.3"
"ENSG00000179909.15","HAVANA","gene",NA,NA,"ENSG00000179909.15","protein_coding","ZNF154","2","HGNC:12939","OTTHUMG00000140375.2"
"ENSG00000179912.20","HAVANA","gene",NA,NA,"ENSG00000179912.20","protein_coding","R3HDM2","1","HGNC:29167","OTTHUMG00000171568.8"
"ENSG00000179913.11","HAVANA","gene",NA,NA,"ENSG00000179913.11","protein_coding","B3GNT3","2","HGNC:13528","OTTHUMG00000183490.4"
"ENSG00000179914.5","HAVANA","gene",NA,NA,"ENSG00000179914.5","protein_coding","ITLN1","2","HGNC:18259","OTTHUMG00000028604.3"
"ENSG00000179915.24","HAVANA","gene",NA,NA,"ENSG00000179915.24","protein_coding","NRXN1","1","HGNC:8008","OTTHUMG00000129263.23"
"ENSG00000179918.19","HAVANA","gene",NA,NA,"ENSG00000179918.19","protein_coding","SEPHS2","2","HGNC:19686","OTTHUMG00000176988.12"
"ENSG00000179921.15","HAVANA","gene",NA,NA,"ENSG00000179921.15","protein_coding","GPBAR1","2","HGNC:19680","OTTHUMG00000155203.4"
"ENSG00000179922.6","HAVANA","gene",NA,NA,"ENSG00000179922.6","protein_coding","ZNF784","2","HGNC:33111","OTTHUMG00000180860.3"
"ENSG00000179933.6","HAVANA","gene",NA,NA,"ENSG00000179933.6","protein_coding","C14orf119","2","HGNC:20270","OTTHUMG00000028717.5"
"ENSG00000179935.10","HAVANA","gene",NA,NA,"ENSG00000179935.10","lncRNA","LINC00652","2","HGNC:25003","OTTHUMG00000031986.12"
"ENSG00000179941.9","HAVANA","gene",NA,NA,"ENSG00000179941.9","protein_coding","BBS10","2","HGNC:26291","OTTHUMG00000147352.4"
"ENSG00000179943.8","HAVANA","gene",NA,NA,"ENSG00000179943.8","protein_coding","FIZ1","1","HGNC:25917","OTTHUMG00000180858.5"
"ENSG00000179950.14","HAVANA","gene",NA,NA,"ENSG00000179950.14","protein_coding","PUF60","2","HGNC:17042","OTTHUMG00000165155.3"
"ENSG00000179954.16","HAVANA","gene",NA,NA,"ENSG00000179954.16","protein_coding","SSC5D","1","HGNC:26641","OTTHUMG00000180855.5"
"ENSG00000179958.10","HAVANA","gene",NA,NA,"ENSG00000179958.10","protein_coding","DCTPP1","1","HGNC:28777","OTTHUMG00000132416.5"
"ENSG00000179965.12","HAVANA","gene",NA,NA,"ENSG00000179965.12","protein_coding","ZNF771","1","HGNC:29653","OTTHUMG00000176985.4"
"ENSG00000179967.11","HAVANA","gene",NA,NA,"ENSG00000179967.11","processed_pseudogene","PPP1R14BP3","1","HGNC:16330","OTTHUMG00000161326.4"
"ENSG00000179978.11","HAVANA","gene",NA,NA,"ENSG00000179978.11","unprocessed_pseudogene","NAIPP2","2","HGNC:16042","OTTHUMG00000162450.4"
"ENSG00000179981.11","HAVANA","gene",NA,NA,"ENSG00000179981.11","protein_coding","TSHZ1","2","HGNC:10669","OTTHUMG00000132859.6"
"ENSG00000179988.15","HAVANA","gene",NA,NA,"ENSG00000179988.15","protein_coding","PSTK","2","HGNC:28578","OTTHUMG00000019191.3"
"ENSG00000180008.9","HAVANA","gene",NA,NA,"ENSG00000180008.9","protein_coding","SOCS4","1","HGNC:19392","OTTHUMG00000140311.3"
"ENSG00000180011.7","HAVANA","gene",NA,NA,"ENSG00000180011.7","protein_coding","ZADH2","1","HGNC:28697","OTTHUMG00000132858.4"
"ENSG00000180015.12","HAVANA","gene",NA,NA,"ENSG00000180015.12","processed_pseudogene","AC093909.1","2",NA,"OTTHUMG00000160289.1"
"ENSG00000180035.13","HAVANA","gene",NA,NA,"ENSG00000180035.13","protein_coding","ZNF48","2","HGNC:13114","OTTHUMG00000048195.7"
"ENSG00000180044.5","HAVANA","gene",NA,NA,"ENSG00000180044.5","protein_coding","C3orf80","2","HGNC:40048","OTTHUMG00000158950.3"
"ENSG00000180061.10","HAVANA","gene",NA,NA,"ENSG00000180061.10","protein_coding","TMEM150B","2","HGNC:34415","OTTHUMG00000180709.6"
"ENSG00000180071.20","HAVANA","gene",NA,NA,"ENSG00000180071.20","protein_coding","ANKRD18A","2","HGNC:23643","OTTHUMG00000186349.2"
"ENSG00000180089.6","HAVANA","gene",NA,NA,"ENSG00000180089.6","protein_coding","TMEM86B","2","HGNC:28448","OTTHUMG00000187285.2"
"ENSG00000180096.12","HAVANA","gene",NA,NA,"ENSG00000180096.12","protein_coding","SEPTIN1","2","HGNC:2879","OTTHUMG00000176984.5"
"ENSG00000180098.9","HAVANA","gene",NA,NA,"ENSG00000180098.9","protein_coding","TRNAU1AP","2","HGNC:30813","OTTHUMG00000003653.2"
"ENSG00000180104.16","HAVANA","gene",NA,NA,"ENSG00000180104.16","protein_coding","EXOC3","1","HGNC:30378","OTTHUMG00000162205.5"
"ENSG00000180113.16","HAVANA","gene",NA,NA,"ENSG00000180113.16","protein_coding","TDRD6","2","HGNC:21339","OTTHUMG00000014788.2"
"ENSG00000180139.11","HAVANA","gene",NA,NA,"ENSG00000180139.11","lncRNA","ACTA2-AS1","2","HGNC:45169","OTTHUMG00000018703.6"
"ENSG00000180155.20","HAVANA","gene",NA,NA,"ENSG00000180155.20","protein_coding","LYNX1","1","HGNC:29604","OTTHUMG00000191912.4"
"ENSG00000180182.11","HAVANA","gene",NA,NA,"ENSG00000180182.11","protein_coding","MED14","2","HGNC:2370","OTTHUMG00000024107.2"
"ENSG00000180185.11","HAVANA","gene",NA,NA,"ENSG00000180185.11","protein_coding","FAHD1","2","HGNC:14169","OTTHUMG00000128663.2"
"ENSG00000180190.12","HAVANA","gene",NA,NA,"ENSG00000180190.12","protein_coding","TDRP","2","HGNC:26951","OTTHUMG00000163593.2"
"ENSG00000180198.16","HAVANA","gene",NA,NA,"ENSG00000180198.16","protein_coding","RCC1","1","HGNC:1913","OTTHUMG00000003645.13"
"ENSG00000180209.12","HAVANA","gene",NA,NA,"ENSG00000180209.12","protein_coding","MYLPF","2","HGNC:29824","OTTHUMG00000132399.4"
"ENSG00000180210.15","HAVANA","gene",NA,NA,"ENSG00000180210.15","protein_coding","F2","1","HGNC:3535","OTTHUMG00000150344.4"
"ENSG00000180211.5","HAVANA","gene",NA,NA,"ENSG00000180211.5","processed_pseudogene","FO393411.1","1",NA,"OTTHUMG00000014654.1"
"ENSG00000180228.14","HAVANA","gene",NA,NA,"ENSG00000180228.14","protein_coding","PRKRA","2","HGNC:9438","OTTHUMG00000132576.27"
"ENSG00000180229.12","HAVANA","gene",NA,NA,"ENSG00000180229.12","transcribed_unprocessed_pseudogene","HERC2P3","2","HGNC:4871","OTTHUMG00000157175.3"
"ENSG00000180233.11","HAVANA","gene",NA,NA,"ENSG00000180233.11","protein_coding","ZNRF2","2","HGNC:22316","OTTHUMG00000097759.4"
"ENSG00000180245.7","HAVANA","gene",NA,NA,"ENSG00000180245.7","protein_coding","RRH","2","HGNC:10450","OTTHUMG00000132045.3"
"ENSG00000180251.5","HAVANA","gene",NA,NA,"ENSG00000180251.5","protein_coding","SLC9A4","2","HGNC:11077","OTTHUMG00000153093.2"
"ENSG00000180257.14","HAVANA","gene",NA,NA,"ENSG00000180257.14","protein_coding","ZNF816","1","HGNC:26995","OTTHUMG00000167761.3"
"ENSG00000180263.14","HAVANA","gene",NA,NA,"ENSG00000180263.14","protein_coding","FGD6","2","HGNC:21740","OTTHUMG00000170133.3"
"ENSG00000180287.17","HAVANA","gene",NA,NA,"ENSG00000180287.17","protein_coding","PLD5","2","HGNC:26879","OTTHUMG00000039867.4"
"ENSG00000180304.14","HAVANA","gene",NA,NA,"ENSG00000180304.14","protein_coding","OAZ2","1","HGNC:8096","OTTHUMG00000172473.4"
"ENSG00000180316.12","HAVANA","gene",NA,NA,"ENSG00000180316.12","protein_coding","PNPLA1","1","HGNC:21246","OTTHUMG00000014590.7"
"ENSG00000180318.4","HAVANA","gene",NA,NA,"ENSG00000180318.4","protein_coding","ALX1","2","HGNC:1494","OTTHUMG00000169820.2"
"ENSG00000180329.14","HAVANA","gene",NA,NA,"ENSG00000180329.14","protein_coding","CCDC43","1","HGNC:26472","OTTHUMG00000181822.2"
"ENSG00000180332.6","HAVANA","gene",NA,NA,"ENSG00000180332.6","protein_coding","KCTD4","2","HGNC:23227","OTTHUMG00000016844.1"
"ENSG00000180336.18","HAVANA","gene",NA,NA,"ENSG00000180336.18","protein_coding","MEIOC","1","HGNC:26670","OTTHUMG00000153039.5"
"ENSG00000180340.7","HAVANA","gene",NA,NA,"ENSG00000180340.7","protein_coding","FZD2","2","HGNC:4040","OTTHUMG00000181819.2"
"ENSG00000180346.4","HAVANA","gene",NA,NA,"ENSG00000180346.4","protein_coding","TIGD2","2","HGNC:18333","OTTHUMG00000130946.3"
"ENSG00000180353.11","HAVANA","gene",NA,NA,"ENSG00000180353.11","protein_coding","HCLS1","2","HGNC:4844","OTTHUMG00000159409.3"
"ENSG00000180354.16","HAVANA","gene",NA,NA,"ENSG00000180354.16","protein_coding","MTURN","1","HGNC:25457","OTTHUMG00000128559.5"
"ENSG00000180357.9","HAVANA","gene",NA,NA,"ENSG00000180357.9","protein_coding","ZNF609","2","HGNC:29003","OTTHUMG00000172370.6"
"ENSG00000180370.10","HAVANA","gene",NA,NA,"ENSG00000180370.10","protein_coding","PAK2","2","HGNC:8591","OTTHUMG00000155534.2"
"ENSG00000180376.17","HAVANA","gene",NA,NA,"ENSG00000180376.17","protein_coding","CCDC66","2","HGNC:27709","OTTHUMG00000155748.5"
"ENSG00000180385.8","HAVANA","gene",NA,NA,"ENSG00000180385.8","transcribed_unprocessed_pseudogene","EMC3-AS1","2","HGNC:49223","OTTHUMG00000155324.2"
"ENSG00000180389.7","HAVANA","gene",NA,NA,"ENSG00000180389.7","processed_pseudogene","ATP5F1EP2","1","HGNC:34026","OTTHUMG00000016642.2"
"ENSG00000180398.13","HAVANA","gene",NA,NA,"ENSG00000180398.13","protein_coding","MCFD2","1","HGNC:18451","OTTHUMG00000153100.6"
"ENSG00000180423.4","HAVANA","gene",NA,NA,"ENSG00000180423.4","protein_coding","HARBI1","2","HGNC:26522","OTTHUMG00000166537.3"
"ENSG00000180425.11","HAVANA","gene",NA,NA,"ENSG00000180425.11","protein_coding","C11orf71","2","HGNC:25937","OTTHUMG00000168247.3"
"ENSG00000180432.6","HAVANA","gene",NA,NA,"ENSG00000180432.6","protein_coding","CYP8B1","1","HGNC:2653","OTTHUMG00000133047.3"
"ENSG00000180447.7","HAVANA","gene",NA,NA,"ENSG00000180447.7","protein_coding","GAS1","2","HGNC:4165","OTTHUMG00000020141.2"
"ENSG00000180448.10","HAVANA","gene",NA,NA,"ENSG00000180448.10","protein_coding","ARHGAP45","1","HGNC:17102","OTTHUMG00000181871.5"
"ENSG00000180479.14","HAVANA","gene",NA,NA,"ENSG00000180479.14","protein_coding","ZNF571","1","HGNC:25000","OTTHUMG00000182016.4"
"ENSG00000180481.11","HAVANA","gene",NA,NA,"ENSG00000180481.11","protein_coding","GLIPR1L2","2","HGNC:28592","OTTHUMG00000169756.2"
"ENSG00000180488.15","HAVANA","gene",NA,NA,"ENSG00000180488.15","protein_coding","MIGA1","1","HGNC:24741","OTTHUMG00000009766.6"
"ENSG00000180509.12","HAVANA","gene",NA,NA,"ENSG00000180509.12","protein_coding","KCNE1","2","HGNC:6240","OTTHUMG00000086236.5"
"ENSG00000180525.13","HAVANA","gene",NA,NA,"ENSG00000180525.13","lncRNA","PRR26","1","HGNC:30724","OTTHUMG00000017529.5"
"ENSG00000180530.11","HAVANA","gene",NA,NA,"ENSG00000180530.11","protein_coding","NRIP1","2","HGNC:8001","OTTHUMG00000074323.4"
"ENSG00000180535.4","HAVANA","gene",NA,NA,"ENSG00000180535.4","protein_coding","BHLHA15","2","HGNC:22265","OTTHUMG00000154289.2"
"ENSG00000180537.13","HAVANA","gene",NA,NA,"ENSG00000180537.13","protein_coding","RNF182","2","HGNC:28522","OTTHUMG00000014280.4"
"ENSG00000180539.8","HAVANA","gene",NA,NA,"ENSG00000180539.8","lncRNA","C9orf139","2","HGNC:31426","OTTHUMG00000020959.4"
"ENSG00000180543.5","HAVANA","gene",NA,NA,"ENSG00000180543.5","protein_coding","TSPYL5","2","HGNC:29367","OTTHUMG00000164857.4"
"ENSG00000180549.8","HAVANA","gene",NA,NA,"ENSG00000180549.8","protein_coding","FUT7","2","HGNC:4018","OTTHUMG00000020964.2"
"ENSG00000180573.9","HAVANA","gene",NA,NA,"ENSG00000180573.9","protein_coding","H2AC6","2","HGNC:4733","OTTHUMG00000014428.2"
"ENSG00000180574.3","HAVANA","gene",NA,NA,"ENSG00000180574.3","protein_coding","EIF2S3B","1","HGNC:43863","OTTHUMG00000168585.3"
"ENSG00000180592.17","HAVANA","gene",NA,NA,"ENSG00000180592.17","protein_coding","SKIDA1","2","HGNC:32697","OTTHUMG00000017797.5"
"ENSG00000180596.7","HAVANA","gene",NA,NA,"ENSG00000180596.7","protein_coding","H2BC4","2","HGNC:4757","OTTHUMG00000014425.4"
"ENSG00000180611.7","HAVANA","gene",NA,NA,"ENSG00000180611.7","protein_coding","MB21D2","2","HGNC:30438","OTTHUMG00000155768.2"
"ENSG00000180616.9","HAVANA","gene",NA,NA,"ENSG00000180616.9","protein_coding","SSTR2","1","HGNC:11331","OTTHUMG00000178343.4"
"ENSG00000180626.10","HAVANA","gene",NA,NA,"ENSG00000180626.10","protein_coding","ZNF594","2","HGNC:29392","OTTHUMG00000132059.5"
"ENSG00000180628.15","HAVANA","gene",NA,NA,"ENSG00000180628.15","protein_coding","PCGF5","2","HGNC:28264","OTTHUMG00000018740.2"
"ENSG00000180638.19","HAVANA","gene",NA,NA,"ENSG00000180638.19","protein_coding","SLC47A2","2","HGNC:26439","OTTHUMG00000059464.8"
"ENSG00000180644.8","HAVANA","gene",NA,NA,"ENSG00000180644.8","protein_coding","PRF1","2","HGNC:9360","OTTHUMG00000018412.5"
"ENSG00000180667.10","HAVANA","gene",NA,NA,"ENSG00000180667.10","protein_coding","YOD1","2","HGNC:25035","OTTHUMG00000036032.2"
"ENSG00000180694.14","HAVANA","gene",NA,NA,"ENSG00000180694.14","protein_coding","TMEM64","2","HGNC:25441","OTTHUMG00000157185.6"
"ENSG00000180712.4","HAVANA","gene",NA,NA,"ENSG00000180712.4","lncRNA","LINC02363","2","HGNC:53286","OTTHUMG00000160616.3"
"ENSG00000180730.5","HAVANA","gene",NA,NA,"ENSG00000180730.5","protein_coding","SHISA2","2","HGNC:20366","OTTHUMG00000016612.2"
"ENSG00000180739.14","HAVANA","gene",NA,NA,"ENSG00000180739.14","protein_coding","S1PR5","1","HGNC:14299","OTTHUMG00000180581.4"
"ENSG00000180745.5","HAVANA","gene",NA,NA,"ENSG00000180745.5","protein_coding","CLRN3","2","HGNC:20795","OTTHUMG00000019253.2"
"ENSG00000180747.15","HAVANA","gene",NA,NA,"ENSG00000180747.15","transcribed_unprocessed_pseudogene","SMG1P3","2","HGNC:49860","OTTHUMG00000164329.2"
"ENSG00000180758.12","HAVANA","gene",NA,NA,"ENSG00000180758.12","protein_coding","GPR157","2","HGNC:23687","OTTHUMG00000001758.6"
"ENSG00000180764.13","HAVANA","gene",NA,NA,"ENSG00000180764.13","transcribed_processed_pseudogene","PIPSL","1","HGNC:23733","OTTHUMG00000137480.3"
"ENSG00000180767.10","HAVANA","gene",NA,NA,"ENSG00000180767.10","protein_coding","CHST13","2","HGNC:21755","OTTHUMG00000162721.3"
"ENSG00000180769.10","HAVANA","gene",NA,NA,"ENSG00000180769.10","lncRNA","WDFY3-AS2","2","HGNC:21603","OTTHUMG00000141281.8"
